GeneID	Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000121390	27.87140,24.02239,22.91130,26.41590,27.27605,32.19222,33.27780,19.17768,24.68294,19.42024,52.31637,39.74670,24.19495,32.44312,20.73756,23.18209,21.10991,16.07823,20.43396,17.51033,31.59752,28.99695,45.27288,36.46195,41.31908,28.81211,21.29380,25.41603,20.66108,23.98058,39.37047,13.48827,9.70555,14.43321,8.15921,26.78338,19.79061,22.58334,35.31698,37.19057,8.24459,30.62973,30.35359,23.23797,24.08818,24.97225,30.97460,14.53026,68.00263,34.72377,40.49472,29.11660,8.44952
ENSG00000116560	204.24440,208.54940,122.35320,172.57370,174.45130,201.10000,173.78190,106.40360,110.80620,106.71010,334.14175,285.50610,111.58650,121.79345,105.81000,118.27455,117.12045,93.67750,129.58250,101.34730,223.83310,189.84445,241.79990,240.32235,301.80400,186.70790,134.06510,168.72320,154.29245,149.41470,261.48720,92.22020,53.40590,103.33100,73.78580,195.03130,160.08930,90.95775,323.69910,337.05645,72.30420,210.41615,255.93445,235.75290,252.83160,164.10115,202.80870,109.39140,274.92760,250.65730,297.84110,234.78060,36.85292
ENSG00000167005	25.86445,22.26535,26.42004,23.56262,22.75320,28.04674,28.41043,18.42786,23.83830,18.80249,45.09384,28.28440,16.37430,30.35355,19.05900,25.69955,22.23718,15.65010,20.46380,20.19570,24.56618,44.15171,88.56592,32.63500,35.28040,21.20194,17.74739,20.43510,27.27400,20.13594,29.78390,13.77155,8.86078,14.86882,8.99891,23.48151,21.55136,12.52546,28.77853,34.09778,12.42802,23.91439,19.47438,20.75421,22.13931,19.27675,18.48697,15.23280,83.50282,24.58980,29.53521,26.77097,5.35672
ENSG00000115364	18.14815,18.54198,30.26578,19.37760,20.30983,19.52043,19.60626,13.45454,14.66010,15.30021,14.95302,13.94441,14.41413,17.52301,14.64416,15.31954,15.80592,12.22430,19.88786,17.33486,17.90563,37.17967,37.33715,19.86094,22.27325,17.54213,15.73419,17.28857,21.46823,17.26128,15.14234,11.57911,15.18836,16.74591,17.98027,15.71983,16.70730,26.87029,20.00605,14.43287,7.87079,15.87472,16.30375,13.72847,13.38758,13.99653,12.24017,11.74642,18.71955,22.04051,19.21409,18.45098,1.65319
ENSG00000167118	55.30302,48.18588,51.35101,56.74298,56.21436,48.44012,53.70937,31.60475,35.56046,29.28885,46.95917,51.87844,44.97148,44.59018,33.88137,35.06561,32.40080,28.70337,51.13404,38.63525,52.56847,71.26697,59.63488,53.46858,54.38606,49.44965,46.67782,48.82745,43.18721,50.75904,59.86445,33.42999,31.69639,41.07884,24.84824,53.04337,38.36268,31.14785,63.14054,45.35121,29.92060,46.93412,56.40665,46.06729,54.25669,44.18992,60.77862,39.52247,44.90414,56.58500,59.19636,51.09199,12.68568
ENSG00000204822	38.19613,44.02250,59.29533,45.43280,47.79740,40.33565,35.20910,24.13221,24.82139,22.15420,40.24855,39.02630,25.54040,26.36055,23.40346,26.74846,24.05365,21.39521,30.63445,29.11030,39.55020,45.25326,60.99790,39.20759,43.66040,37.71510,28.97440,41.47180,35.79737,37.51680,43.05710,39.16725,39.05480,37.20370,26.89450,38.31070,31.77890,40.72190,42.26625,51.38050,21.40183,55.51875,48.00585,32.51282,30.10863,30.50488,47.31100,32.74743,47.91720,57.32720,43.84810,36.15880,10.92274
ENSG00000127993	8.58270,8.13479,7.72121,9.69099,9.05989,7.35753,8.52655,6.23313,7.60886,8.83232,18.80801,17.55044,11.56900,11.23115,8.51289,9.12164,8.77521,7.43008,11.10080,8.99110,9.33716,9.02065,9.99625,9.39518,12.08471,8.31970,6.76713,8.33039,7.02633,8.05085,11.32697,4.46808,4.37475,5.29625,4.10917,8.23318,8.00468,6.30037,11.30033,11.00940,3.67524,9.44418,9.97235,7.94312,7.70501,8.16007,10.96356,5.59760,14.11780,11.41490,12.58399,9.65542,2.07319
ENSG00000214022	38.70764,32.14558,88.70168,42.31147,40.29463,37.08314,69.62405,33.81077,37.57758,41.54331,83.63088,97.79454,52.49150,43.82064,32.21209,43.40766,49.88533,34.07435,32.55156,36.50182,48.91970,39.33915,107.60219,35.38830,48.95840,60.35088,83.89859,51.89359,39.11852,55.09855,60.42729,34.39428,34.14608,44.92551,42.45525,48.75750,47.51340,75.91814,47.86635,51.08811,34.98351,112.92555,71.44666,36.46023,39.36023,66.54410,69.58614,47.04469,33.40379,72.50218,54.37943,34.13771,10.40788
ENSG00000102053	0.64823,0.68510,0.50195,1.46645,1.17733,1.59934,1.89434,1.60159,2.05166,1.73745,3.68628,3.17238,2.00994,2.92144,1.78629,1.80629,2.31751,1.43030,1.33190,1.10021,0.79846,0.62288,0.41298,1.64617,1.87879,1.64836,1.07061,1.38849,0.37646,1.31609,2.12498,0.42669,0.16909,0.50140,0.32400,0.86751,0.72038,0.13960,2.02682,2.34742,0.26371,2.96580,1.63272,0.53044,0.49450,1.08177,0.65984,0.68187,0.55350,1.61330,2.54449,1.32968,0.09254
ENSG00000149289	3.38398,2.72241,3.66111,2.97420,2.93148,3.10148,3.85825,1.68057,1.62285,2.42680,4.78016,4.08307,1.62386,1.67453,1.51774,1.74184,2.53824,2.01806,1.72320,1.57589,2.57905,6.57653,20.40277,2.37067,3.45160,3.49557,3.11718,4.16881,1.36015,4.47837,4.48246,1.60207,1.48670,1.22687,1.04521,3.49005,2.10450,4.84163,8.26984,3.72413,1.07471,3.53858,2.82828,3.39821,3.16394,2.30122,0.87637,1.51335,2.79333,4.58451,3.64827,2.52725,0.05639
ENSG00000178199	1.12142,0.75768,0.51615,0.66949,0.70182,0.31742,0.75186,0.35111,0.40188,0.42172,0.88665,0.93611,0.43808,0.43999,0.36415,0.44569,0.59311,0.26919,0.46201,0.34660,0.66138,0.26836,18.62309,0.44116,0.64135,0.60579,1.76076,0.56069,0.51086,0.51485,0.82147,0.28634,0.14195,0.46074,0.25681,1.60479,0.62115,0.13960,0.90750,0.42941,0.18558,0.56564,0.61306,0.78259,0.79508,3.25356,7.30102,0.40229,1.03450,0.74767,0.56482,0.64750,0.98189
ENSG00000163874	10.89511,22.02998,14.18621,24.28185,20.69389,16.15450,15.79282,0.99265,0.77447,0.98557,3.01348,3.48814,1.05296,0.70773,1.01708,1.62956,0.76580,0.79481,2.08615,1.77126,24.61484,11.96673,30.27404,6.79990,6.94723,12.07851,17.71641,12.80307,33.21616,10.78041,18.69201,8.02654,2.61014,13.02616,9.78045,48.33600,24.11995,5.66383,11.23980,8.67661,6.39497,10.44998,53.73040,60.62450,42.84125,26.53624,22.98102,19.48678,9.50415,11.68656,7.10137,25.15450,16.21946
ENSG00000126814	5.97724,4.69597,4.61212,4.13802,4.60424,3.80208,5.98768,2.29996,2.65100,2.66645,6.18626,6.02380,2.73779,3.17448,2.28470,2.75632,3.06215,2.05441,2.32034,2.26918,5.74513,12.69053,9.50803,4.59443,5.33069,4.46726,4.04362,4.90911,4.55807,5.39975,6.59862,2.00596,1.38112,2.92236,2.03755,3.93826,4.57680,3.47563,6.53215,6.52879,2.63067,5.11692,5.14932,4.46274,4.66590,3.66603,3.38155,3.09367,19.04869,5.69606,5.94875,4.46833,0.30194
ENSG00000166166	11.72860,9.53122,7.54376,12.00390,14.32784,16.58985,21.76962,7.56356,8.99359,13.53000,14.49020,15.13682,10.56122,10.56665,9.60690,8.79133,11.35345,11.61210,9.58503,8.84155,11.21183,10.05220,6.52284,15.98305,18.46740,26.48901,11.46350,23.45842,7.84947,27.11956,25.80216,3.93912,2.49479,7.83284,4.39937,9.71868,6.95805,4.63861,15.87670,11.61258,4.51293,9.16500,20.29065,9.82984,11.24145,7.52772,7.14522,6.72165,12.78576,19.09040,23.88762,13.86798,1.05217
ENSG00000205022	0.12946,0.18382,0.59773,0.05751,0.08368,0.00000,0.16024,0.12411,0.21009,0.43380,3.67423,4.32099,0.44832,0.30370,0.11328,0.18141,0.55267,0.43015,0.06930,0.08059,0.22616,0.00000,0.06549,0.18909,0.17414,0.09475,0.09807,0.11577,0.07313,0.10059,0.22019,0.07579,0.10056,0.02802,0.13199,0.37141,0.10812,0.05748,0.12315,0.03832,0.19341,0.35882,0.77703,0.09476,0.10022,0.17984,0.81479,0.08020,0.68275,0.10020,0.20088,0.12291,0.09009
ENSG00000100836	136.96639,130.41260,146.14608,147.67014,143.33790,135.84865,150.05546,123.92646,135.29591,128.22049,336.81950,329.57058,154.09451,152.44737,128.49026,136.95771,131.74938,110.31164,129.94100,117.19709,148.99176,139.67509,160.28633,172.45520,189.03702,189.92420,142.09488,167.37897,125.23112,163.42097,251.09474,78.00678,52.29899,116.42364,81.46338,158.64419,122.86610,66.47801,225.13481,189.71699,56.22237,236.20274,216.98672,136.93299,127.34646,166.33507,168.72129,112.97076,348.43903,242.06113,253.44963,172.29375,31.51140
ENSG00000041802	18.99922,15.36031,11.96833,12.93680,13.82517,13.15933,19.47045,5.97902,7.61734,7.74649,13.24564,12.02009,8.76978,9.34776,6.56269,8.72584,8.44952,6.24289,8.10517,7.92028,18.18153,19.69264,19.56229,18.38731,18.24056,14.66607,15.18342,14.04787,15.48256,14.14382,19.74608,7.87942,6.32312,9.62522,9.97520,19.41888,15.49657,12.19137,21.50117,19.33388,7.72473,14.61562,19.96128,20.01340,21.74460,16.82979,16.01445,11.26710,20.70002,21.18789,21.31748,18.28802,2.08843
ENSG00000254772	1159.78270,1166.34641,764.66087,1017.43083,1020.40148,1072.64556,1417.23004,439.66688,347.33653,373.34112,661.46301,596.71407,331.94686,351.40152,355.08718,451.48701,535.06396,342.32410,546.95807,462.08312,1413.87518,2035.55670,2225.59676,1686.89920,1658.80340,1139.05489,992.91305,1060.41162,1382.47835,1013.93036,1209.36614,593.72194,458.08206,751.22893,337.65489,966.49715,1164.06511,1533.93492,1036.73915,2339.29321,803.61231,887.69310,1282.34407,2093.85922,2113.96074,934.38874,1070.87782,720.58987,655.77910,1120.43630,1602.95911,1571.43069,339.11998
ENSG00000184863	24.33704,15.62912,14.06260,19.99291,19.87024,23.24110,19.97850,9.02464,10.87219,11.07790,46.43535,48.39201,14.99347,13.76485,10.55753,11.16106,12.64973,9.48521,12.64376,10.42183,22.61147,15.94514,30.52472,23.03194,28.35524,21.94462,18.04448,21.00870,17.01779,21.33078,19.73403,9.23216,6.93630,11.09676,11.28573,28.34410,18.12878,12.81369,43.30230,24.01326,9.77454,28.70422,22.97116,25.70845,26.97910,23.85322,24.30036,14.88419,20.64590,27.09748,29.45999,26.11107,7.34900
ENSG00000178718	10.05435,7.46899,20.74055,11.16859,10.64282,7.48808,14.60750,4.50484,6.88977,4.03728,3.86071,4.68217,9.61870,9.99848,4.82748,12.29673,6.98723,3.67170,15.48137,12.22816,7.39709,14.33184,4.74422,13.97594,12.44128,4.11784,9.85374,4.18881,8.59779,4.03585,8.30907,4.48747,1.64098,5.26654,1.89674,10.66080,6.89218,0.97726,10.52926,27.13918,4.87023,9.48552,6.69673,7.60423,7.71567,7.83494,16.71618,7.21218,6.50694,17.72717,6.83788,8.96003,0.62047
ENSG00000164967	15.58024,16.51038,20.64835,13.49995,15.07509,11.14700,24.90067,14.48521,17.27883,19.21966,22.16145,22.61515,19.42598,21.80184,16.39151,16.60963,19.99804,17.37577,13.19120,15.47312,19.07908,31.33237,14.48186,23.22191,26.99050,21.19885,25.05685,18.56970,22.71742,18.82834,26.65701,16.64337,18.76553,21.27303,22.10490,15.90828,17.49727,53.02590,25.47211,20.28628,9.76900,21.41424,27.57729,15.26590,14.58507,25.00207,26.84644,15.58883,23.70224,24.59969,25.01564,20.36979,6.75282
ENSG00000152464	18.39950,15.24242,12.89788,16.74828,18.00489,16.74056,21.65557,8.80946,10.42726,11.22016,42.61228,36.43439,12.07623,13.10094,9.48188,11.10000,12.14389,8.53822,10.35413,9.35210,18.89277,18.91353,21.02821,18.83708,23.38381,19.27460,17.38214,18.46512,16.01047,19.06445,24.60761,7.93538,6.47213,11.35343,9.93800,16.52480,15.08820,11.02879,22.08722,20.89685,7.11009,20.90865,20.30615,18.59882,17.93303,17.88474,20.07747,12.64673,72.54915,22.06396,25.02495,18.43454,3.40015
ENSG00000106105	40.57819,34.15705,32.24649,39.25431,38.14874,36.90280,33.41146,20.18345,31.47661,24.21106,58.12504,51.24465,42.87175,53.64812,23.12880,31.86793,30.69857,19.00186,18.53908,20.85566,33.89877,200.49538,110.22624,42.97819,38.75059,30.08735,26.78712,31.81191,48.13289,33.29154,36.30486,19.43485,14.20490,25.21268,16.24149,46.03101,38.58434,24.67674,39.65105,33.57038,18.47506,58.39350,29.50947,43.80203,51.52530,26.71054,26.62107,28.54051,51.00564,39.44269,38.86784,38.42222,8.35439
ENSG00000108591	29.14648,24.28873,24.19619,29.97748,28.14907,28.77579,29.99227,13.98324,15.72487,15.41673,32.11171,35.03699,23.05801,20.43111,15.00646,19.28949,16.92938,12.69324,18.60994,15.49924,30.68044,30.06923,31.22977,37.48631,37.68234,29.04755,21.47813,28.60716,26.23755,28.39387,33.77285,13.48322,10.94083,20.90334,16.86116,28.91881,23.61076,20.34398,35.71606,36.52730,12.14092,43.27315,40.20149,28.82845,31.17924,24.88017,33.20483,17.64295,23.56649,38.35310,41.84978,31.25516,6.23845
ENSG00000100416	22.64821,17.31050,20.07583,23.74219,22.87723,21.77014,25.45480,15.23562,17.69214,16.46530,49.25482,53.14567,23.90612,20.91959,17.41642,20.71646,20.31217,15.00690,21.16712,20.03829,24.76420,18.18309,24.32973,28.96509,36.44142,23.55754,20.93526,22.98380,21.28617,21.68844,29.54740,18.53012,16.53457,23.00781,13.77280,27.10948,21.93218,9.86914,37.98434,35.35795,13.47743,41.27444,36.21442,26.64646,29.17625,23.48943,28.90897,17.36614,25.18054,37.88711,34.46190,30.75690,4.13100
ENSG00000134697	28.27613,26.62079,19.97286,24.27631,24.02846,24.84910,20.99081,8.81657,9.13727,8.79085,16.89400,13.35140,9.99162,12.24701,9.57869,11.84746,8.21496,7.95138,15.24828,10.40870,29.45195,46.69969,45.38902,28.75590,29.50997,22.23685,19.83871,20.88607,24.38422,21.15822,27.61209,13.15822,9.66499,11.91780,10.31960,29.66229,24.16592,26.37242,29.14869,23.98191,10.05129,24.00208,23.14569,29.03607,30.29456,19.81372,20.49067,15.82230,38.67090,23.26578,29.88362,25.34575,3.32715
ENSG00000165934	11.74476,10.56109,14.06963,13.58591,12.48393,12.48999,13.67755,6.29437,6.11271,6.22087,10.17555,9.59747,6.35229,7.64425,6.20956,6.53648,6.69287,5.12577,8.99334,6.74168,10.75956,26.40132,25.91335,14.51367,15.79320,11.14790,9.67254,11.71001,14.27021,11.97470,13.18226,6.45714,4.87913,5.41652,5.28300,13.65312,10.87113,11.79251,12.79476,10.77341,4.87032,13.12215,11.20276,9.69545,9.96943,10.15023,10.78567,7.39449,26.11610,14.14861,14.17393,13.34340,2.99873
ENSG00000117877	3.09906,3.22847,3.25431,3.64877,3.30405,2.66617,3.61545,2.53342,3.42951,3.44944,9.97140,9.71933,4.22480,4.49075,3.06975,3.22920,3.72830,2.66666,2.79831,2.73519,3.62511,9.43420,6.70183,4.14427,3.99654,3.38939,2.92265,2.96537,4.53541,3.33454,5.20176,2.18107,2.03867,1.94982,1.84254,4.06080,3.96231,2.84148,4.82954,5.22508,1.69610,4.98136,4.43785,4.66237,4.70676,3.30391,3.54683,2.23876,5.35534,4.86935,4.88920,4.37840,0.60650
ENSG00000115677	145.00097,128.27545,151.61462,178.15381,153.03256,150.62405,158.61415,46.43039,51.78785,54.79329,74.91890,78.08636,63.44254,62.01642,49.64706,51.85492,61.54231,46.31838,59.98969,54.31670,136.22909,369.82091,164.95897,171.20136,187.55165,130.30926,113.16772,130.15541,126.19443,128.86459,161.22609,91.51623,74.31716,85.32088,122.66851,166.74384,177.02191,158.42856,145.41705,151.62829,201.23171,230.23281,212.43985,119.70231,135.04544,110.54183,96.69449,139.83320,205.25683,172.39263,181.64593,141.97318,21.46911
ENSG00000187456	1.13400,0.85947,0.72417,1.14464,1.09085,1.14831,1.25445,0.94537,0.93385,1.22558,2.52708,2.76239,0.94944,0.85709,0.90824,1.26726,1.46729,0.80243,0.71795,0.64995,1.30553,0.73697,4.77907,2.23861,1.21060,1.20549,1.38363,1.26888,1.10655,1.22337,1.74196,0.52316,0.38184,0.76828,0.52931,1.36498,1.15208,0.51912,2.32731,2.09981,0.56816,1.85010,1.49105,1.22543,1.21153,1.58049,1.38078,0.87223,24.17813,2.23836,2.20237,1.65055,0.26813
ENSG00000112578	9.95737,11.20460,12.44253,6.54571,7.44105,5.91993,9.97430,3.69911,4.66133,4.13674,6.06647,6.16556,5.97729,6.26990,3.97901,5.57266,4.68864,3.40985,3.84752,4.06961,10.30230,23.15461,19.94546,9.69299,9.11615,7.67531,7.03685,6.81781,11.49683,7.88618,12.30113,4.84270,4.26440,5.14675,4.75050,8.19781,7.39257,13.82369,12.11387,12.22212,4.83011,6.49799,10.79585,10.88098,11.23793,5.64877,8.73459,5.97175,14.18690,8.34260,13.01369,9.90358,1.20911
ENSG00000046647	23.32530,17.77932,17.45030,26.52723,24.04375,23.79396,25.88781,14.73098,13.22781,13.59829,21.80756,21.70633,15.49111,15.19483,12.82715,16.27605,14.72505,11.47568,26.53347,15.13690,24.85008,26.85984,29.37630,27.91775,31.12810,23.45106,16.29901,24.75995,16.93588,25.05896,34.32227,9.58578,7.17564,14.09589,8.19946,22.46012,19.34905,7.00156,41.90432,38.54704,10.98479,35.44622,23.37679,20.76370,20.35203,15.54930,18.10065,13.93766,15.76400,34.97548,39.59623,23.31931,2.27494
ENSG00000124571	14.75024,11.76152,11.18650,12.91231,13.10529,13.53771,15.26793,5.87506,7.07089,7.90859,21.63083,20.97397,10.03319,8.77028,5.95276,7.09280,8.76478,5.99866,5.80462,5.43572,15.06663,15.99365,31.16696,17.84298,18.72250,12.04709,10.12988,12.10441,16.21708,12.10417,17.76439,6.23943,4.91350,8.29475,6.60570,15.79281,13.01613,9.25630,19.93514,13.20979,10.51643,17.14486,17.66509,19.10831,21.65433,10.61487,13.95836,9.91380,51.38297,22.04950,17.53754,15.71986,2.11784
ENSG00000173545	21.58960,16.63740,12.04500,20.92190,19.66640,21.74215,20.94060,11.80110,12.98310,11.15125,25.04920,21.85300,17.47200,19.80655,11.67530,14.39130,13.77175,10.66480,13.28370,15.24720,19.94155,36.95325,26.45750,19.85155,20.68200,18.20290,20.16130,17.44070,15.41245,17.84405,20.21640,17.86185,23.12510,11.08420,9.68912,21.27130,17.27070,18.29310,23.75085,18.14070,22.56805,18.75655,19.09260,21.76910,25.90910,18.84060,16.00265,15.43100,30.71595,19.82360,21.79660,19.47810,7.04414
ENSG00000134874	6.46492,6.26707,2.90587,11.00789,11.67845,10.61435,10.89903,19.54472,27.77304,14.63665,34.51310,29.14127,22.86072,25.94494,16.15704,22.93837,21.72478,10.28396,7.24259,10.15005,6.65305,18.57285,0.33386,19.67593,20.47218,14.24901,4.23809,12.71237,2.79594,11.69298,21.94305,3.59073,1.45285,8.81916,0.67475,6.87940,2.82658,0.91538,12.69574,25.68078,6.35624,18.43570,9.52992,2.15970,2.19984,3.19530,1.79558,2.10576,40.79510,4.00969,23.54174,12.50401,0.07481
ENSG00000158163	6.65020,4.33244,1.27399,9.66103,6.69183,8.08467,9.77961,0.77153,0.81109,0.81524,5.41549,5.79210,0.96603,0.83623,1.02003,1.15094,0.71428,0.54253,1.08316,0.93336,6.44612,7.52343,0.11945,9.59560,14.12306,6.22773,2.11299,5.72725,2.20615,5.86829,10.95732,2.16052,1.25753,2.66890,0.44386,7.20403,2.36774,0.58906,8.59541,10.15036,3.00270,2.59998,6.37021,6.79500,7.61596,2.20070,2.93624,3.66932,6.98654,5.33273,14.34404,8.12079,0.17444
ENSG00000103342	43.54889,45.44203,50.87170,41.72616,36.18189,38.33370,46.63515,14.35376,16.30485,14.96493,25.78979,25.41022,20.30222,21.17782,14.62370,16.88385,16.09680,12.14207,20.00850,16.35798,43.13166,82.06511,78.27236,40.48017,40.66725,39.12651,37.15844,36.28369,56.92579,38.69491,38.25357,31.16275,25.44140,25.56512,23.00996,53.86160,39.34062,61.38996,36.82933,33.04363,24.87091,32.83772,42.61221,40.00264,41.32797,31.25470,37.08009,31.37679,80.63290,46.92099,37.23674,42.51873,21.66775
ENSG00000112339	26.23508,21.65927,25.20685,25.73770,25.37264,32.99298,30.15500,25.20005,24.33196,22.69026,39.96833,33.04791,25.96251,32.61264,26.29203,27.28191,23.23648,19.44178,48.31331,35.29227,24.00293,48.98635,56.39681,26.23973,29.58491,25.22590,16.43956,24.80248,22.65654,26.15526,24.49000,16.23150,18.06002,11.38400,13.70526,21.79325,21.81916,53.49595,28.23848,23.98621,11.64536,23.15640,19.16690,21.23303,23.73044,16.48016,13.76762,14.22039,28.51135,22.77027,27.68832,24.82679,3.36289
ENSG00000143486	36.70251,32.63469,32.48031,37.19821,35.66524,41.57208,42.90263,12.62938,11.01004,13.98553,17.48592,18.11735,12.80813,12.25263,12.12960,12.11213,14.53882,11.66472,20.10033,13.70804,37.85163,50.88648,65.21693,40.18781,48.92197,41.65813,25.84877,37.26442,29.65429,37.89135,43.46092,13.69324,11.34090,22.46807,13.46787,32.25133,31.79278,22.90646,47.17372,54.16347,17.85333,35.52824,38.58289,33.29308,34.25565,25.40369,26.75570,25.24997,31.91427,43.92282,58.58860,38.90795,5.09331
ENSG00000037897	16.39194,19.08052,26.38494,14.30458,17.07285,10.75195,12.55879,6.26983,7.04314,7.74965,4.77326,5.36400,7.41502,7.91716,6.40491,6.90695,8.13896,6.22082,6.15906,6.51199,19.06721,27.46735,22.03481,15.37624,16.16007,11.85342,11.87435,12.36579,17.28877,12.17220,29.43377,7.66733,4.86380,20.77014,11.48097,16.97587,15.97479,10.66227,17.55663,22.58072,19.29579,26.39228,24.85961,17.41523,15.54816,10.63971,13.23477,11.11331,27.24432,30.96263,20.17362,15.66850,1.19042
ENSG00000171865	11.49331,9.59126,8.39141,11.74002,10.72762,13.08911,14.80394,5.48874,6.55789,5.17739,11.51441,9.07671,5.73872,7.07423,6.42540,6.49922,6.53693,4.97208,7.80425,7.01159,10.77899,21.01716,18.86527,11.61413,11.85132,10.18114,7.49208,11.33480,8.31032,12.55292,11.18684,7.25421,6.38060,5.54486,4.73497,10.47797,8.43311,9.67234,12.77081,9.54399,4.30356,8.30611,9.11407,8.89632,9.53346,8.21252,7.60283,5.85502,17.07566,10.61702,12.88293,9.70627,1.29393
ENSG00000117174	11.89491,10.03303,5.96495,14.31425,11.63330,12.47510,13.50630,7.71380,7.36421,8.21730,8.57724,7.52134,7.40941,8.79190,8.15857,9.41809,8.77547,6.97180,11.61124,8.96926,12.21843,25.90179,17.19178,15.50141,16.52874,10.34097,6.48793,9.96989,10.04610,10.18413,13.12116,4.42184,2.62974,4.56067,2.94539,8.74139,8.72760,3.85473,18.58957,12.20533,3.14850,9.23842,10.75894,10.92998,11.61969,7.68653,7.92366,4.31270,9.54153,11.47507,14.16442,13.24061,0.67513
ENSG00000117593	5.63368,4.88271,10.39570,4.12594,4.56142,3.74426,6.16795,1.85375,2.22118,2.18919,2.85292,2.80559,2.32997,2.52245,1.84153,2.04939,2.17626,1.58771,2.02126,1.81806,5.66728,11.99211,20.82399,5.33148,5.53075,3.52573,6.45367,3.64609,5.82628,3.80148,4.46134,3.35841,3.50730,5.16427,2.64647,5.15120,5.02159,2.65037,5.43844,4.08136,2.55980,3.85075,4.13310,3.48772,3.38686,5.11705,4.98480,4.32866,6.87978,5.80398,4.81200,4.92382,0.65077
ENSG00000125743	223.25219,225.20486,216.83743,254.09578,252.84936,250.04701,250.92428,161.01206,177.80686,165.81100,165.58495,156.50545,171.30440,198.88907,152.36611,189.67460,194.42015,158.27194,151.24042,167.67118,249.06480,424.26999,496.36599,310.96390,338.47832,246.36766,183.41710,232.27937,230.24885,219.77166,294.84196,139.88589,108.61801,177.78067,79.36300,220.45724,164.78482,113.06853,236.58384,381.82522,85.86761,292.37871,279.95058,271.96580,268.15368,180.40583,256.90994,149.56315,296.99288,251.88538,302.72539,275.73096,28.12343
ENSG00000100697	17.54820,12.68674,6.89230,12.98830,14.35807,16.12838,17.71707,6.20820,4.91564,5.70522,15.18423,17.02695,6.30678,6.13996,7.22177,6.34017,5.57573,5.22031,12.90635,6.85850,17.14070,10.94412,20.44127,15.08151,17.20599,13.59346,10.25428,13.76984,13.80058,14.81743,16.14474,5.55860,3.94280,5.95768,5.09985,17.05124,12.58624,10.03478,27.41445,16.75230,5.47901,13.25449,15.08005,12.62631,12.78600,11.79145,11.72580,6.88589,17.61456,19.63831,19.26848,16.50506,3.94038
ENSG00000088986	203.39739,246.69260,233.34253,404.71362,374.30539,354.50698,253.74766,505.71637,676.05257,425.43015,387.24268,314.51504,556.28254,753.16516,510.57616,573.90157,512.96311,340.35062,484.43721,458.47085,208.88709,434.78008,224.36186,364.18368,264.75147,292.77182,236.38059,290.47538,586.69806,316.54864,468.04577,136.61135,64.92275,202.26797,101.66263,241.76307,166.12804,31.99481,504.50016,233.62531,74.36935,375.33143,235.94721,471.77491,514.96423,169.99149,169.55822,154.31489,530.14282,209.08632,340.41144,418.17811,39.02319
ENSG00000075292	30.20227,25.91792,21.48115,26.97735,28.27638,29.71404,32.70790,21.25610,22.13176,24.49673,73.35049,66.10460,24.51448,26.45840,23.65341,24.99788,27.02445,21.26003,27.23842,20.79470,30.91477,24.52774,26.98108,34.46752,39.30824,32.64162,20.90404,30.38552,19.34535,27.66580,40.81417,14.42031,12.19546,16.15241,15.60683,30.41720,22.87807,17.66920,50.23236,44.38075,10.35816,51.41246,37.10777,25.77016,26.62285,24.94221,30.54119,16.35077,44.05165,43.18420,41.42594,31.52667,3.83445
ENSG00000179134	55.14961,43.71784,38.63517,64.95030,53.71009,73.16466,63.21933,35.12201,46.29500,35.94172,43.89475,53.04441,53.41935,49.19888,38.57811,38.40079,36.76473,32.22801,52.64943,41.01042,51.39125,59.71542,27.49030,81.89012,79.96566,56.46097,36.64425,62.95801,57.97796,61.91988,66.99573,25.04446,15.11136,28.62287,15.96978,57.45964,46.15708,18.84692,95.59387,75.27303,16.01859,66.45153,58.73398,55.18009,63.15949,36.03161,36.30927,28.00895,75.00551,66.37560,75.40728,66.25092,13.46602
