GeneID	Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000131652	18.62292,23.72462,18.72657,27.79361,24.99600,20.01529,21.80033,5.65183,5.63662,7.27990,14.92963,15.43049,7.52403,6.98520,7.04354,8.05983,6.81034,6.78350,9.71312,7.30987,23.25586,24.67008,23.64510,23.72420,22.85312,21.46409,22.32028,20.30743,30.95783,20.27015,29.97048,9.56769,6.93262,17.36770,11.49415,30.34118,22.39695,14.02667,17.86264,17.74736,9.68471,30.41789,34.99746,30.05022,29.18556,24.70990,32.31942,15.91668,20.57307,28.86399,34.59672,28.93892,5.77648
ENSG00000084623	128.79900,126.81100,136.29651,129.14500,126.06663,125.33437,130.85200,53.84360,65.66282,65.98485,96.48657,88.44031,72.14186,85.92403,58.75176,68.18997,70.08660,53.16972,72.97360,62.67285,133.25200,235.34723,223.38500,144.74250,152.40070,121.25539,99.31722,125.03352,122.62936,124.44888,144.26156,65.67985,54.02140,81.52704,54.55565,127.32069,106.24326,120.83300,124.29440,152.55947,58.65185,105.52884,128.22094,120.53400,125.96489,88.64371,90.56365,81.67725,84.63826,136.13489,149.64000,130.37727,25.33930
ENSG00000023734	85.54313,76.77282,77.02511,81.02587,81.82002,99.27323,76.77750,57.82340,72.13967,54.73954,95.42388,84.56050,78.82774,94.37447,57.50167,81.68318,65.14658,49.78943,57.34920,68.81620,74.06498,129.29369,84.45704,69.74709,61.24280,76.11313,54.62322,75.84458,65.63935,83.95959,77.05674,54.56989,51.70861,56.27090,34.74606,75.10859,55.17488,76.99363,79.33532,61.68113,32.18912,108.47044,63.18255,64.32523,66.13405,47.03365,47.32599,42.93281,79.05373,79.77225,75.98495,62.75942,10.38119
ENSG00000167526	2951.54365,2997.71126,1732.23800,2489.17454,2690.07760,2510.81875,3345.17160,936.37910,810.65560,751.34899,1291.15034,1255.89036,803.29555,820.02796,869.38981,918.70062,1010.49566,747.85075,1266.32246,973.97427,3521.77206,3579.09130,4123.94196,3979.11154,4407.36790,2956.02009,2063.47460,2724.07473,2771.09631,2595.72366,3679.91210,1081.12737,713.84671,1447.55331,1088.23165,2313.92526,2503.53680,1463.29612,2805.59286,7046.39176,2144.85175,2461.14738,3789.74417,5190.73323,4862.42608,2113.65599,3310.10975,1850.11156,1700.54342,2475.19546,4057.28381,3786.01138,883.56420
ENSG00000052749	6.67977,8.20969,11.37569,6.12225,7.09806,4.97951,6.84449,5.18897,7.33461,10.22537,7.21021,7.68419,11.03643,12.14939,5.49817,10.20813,10.33768,8.01786,4.32510,6.16756,9.12350,10.59958,11.48742,8.28742,8.22789,6.81487,6.08509,6.47235,9.95989,6.84154,14.55862,7.21641,6.56057,5.61962,3.89480,11.34354,8.15945,21.47295,8.94910,9.48289,9.42355,20.73949,11.75650,13.14205,15.16795,6.11388,12.90568,5.88556,26.56562,9.93993,11.01100,8.01280,10.17750
ENSG00000122140	31.13155,31.12261,51.15780,26.38633,27.84972,26.12776,42.39925,17.95704,22.06341,21.11646,37.46983,40.56518,30.63480,28.98050,19.09992,22.51238,23.50197,17.51160,14.42970,18.73583,35.78944,59.28963,58.17610,33.17331,36.26824,35.49327,33.24578,33.51428,32.16372,34.43111,38.57910,24.08000,29.98333,36.60665,33.10231,28.44215,29.65883,33.58622,32.78905,39.73427,19.31595,34.72348,40.96787,38.10637,37.51239,27.88352,33.67013,28.73716,27.96304,34.91573,39.70001,33.76596,4.86953
ENSG00000033030	21.36663,17.74621,14.59662,18.39934,18.82877,18.50829,21.10054,7.71401,7.53708,8.51464,40.09987,34.23862,8.71833,8.87833,8.14830,9.10408,9.29292,7.28119,10.97888,8.26896,23.07205,17.76766,26.80402,25.18270,31.07711,19.43336,15.80457,19.33833,17.25993,17.79819,24.66030,8.06885,5.33242,10.71980,10.83094,22.85114,17.20444,12.22982,28.35393,27.74501,8.61520,27.68220,23.19923,24.31651,23.53755,18.79651,25.29473,13.45355,26.89728,31.56186,30.66057,25.30450,3.38842
ENSG00000140598	6.92352,5.06244,7.38230,6.81601,6.39277,8.72111,7.93134,2.50505,2.98682,2.83916,4.54473,3.99283,3.41496,3.88434,2.91783,3.74366,3.19414,2.55635,3.96876,3.63087,6.62884,9.44828,12.08520,6.78333,6.93887,7.01441,8.28233,5.70775,7.38896,6.11140,4.71959,3.66857,3.31661,3.88913,2.36544,6.70652,6.91892,5.45457,7.54634,4.68272,2.36710,6.53000,5.83277,7.81460,8.93273,7.81435,5.41546,4.25644,15.79551,5.96475,6.76397,8.16064,1.13246
ENSG00000136942	1672.05413,1649.14366,1024.92394,1367.13410,1491.23112,1453.72702,1426.83436,768.00860,612.12976,537.54789,699.20321,669.47975,607.97894,627.58097,633.17168,758.33862,727.28590,541.28036,830.23674,776.83940,1834.31249,2233.97817,3013.58053,1942.97136,2027.57440,1550.89162,1044.66914,1452.25187,1836.65490,1379.45530,1831.04850,610.47663,464.83048,864.71486,659.42534,1356.47644,1251.41754,1032.27555,1689.59817,2803.21770,1225.52422,1379.50337,1646.41670,2604.84730,2480.34565,1131.77427,1585.45288,981.16863,980.03785,1525.28990,1957.31011,1998.47217,190.84920
ENSG00000126653	41.19446,33.49529,22.56648,47.80260,43.66896,59.10613,36.69116,23.08766,18.96686,21.54196,42.62292,37.92053,18.77157,21.51988,23.12665,26.95855,20.94746,20.07306,43.76030,31.98480,39.13976,43.75873,42.65866,37.23409,40.62504,40.89696,24.80895,41.28967,25.18595,40.77612,40.95457,18.70876,13.20581,18.98834,13.05014,40.60143,27.96809,17.98739,51.86958,38.83672,12.85635,38.72201,37.39896,31.27114,31.85511,29.97332,26.89360,18.20069,52.04300,46.62039,45.18646,36.14396,4.76475
ENSG00000166133	4.13675,3.41208,5.67276,4.90089,4.70585,4.02827,6.04803,2.89858,3.59978,4.37432,5.34661,5.26956,4.44860,4.80184,3.23694,3.61092,4.46953,3.70721,2.55717,2.98680,4.76136,8.29224,11.36620,4.45109,5.51313,5.70041,5.69254,6.03801,5.28626,6.96758,6.86188,2.58035,3.41551,3.45042,3.29181,3.90953,4.32489,4.29050,5.22319,5.86081,1.77693,5.51513,5.20394,6.22516,6.85316,5.45285,6.40119,3.47157,7.84185,5.38803,7.46910,4.62749,0.73405
ENSG00000186666	3.83407,3.34368,5.30714,3.97845,4.33351,3.05979,6.36594,2.34139,2.89146,2.82483,6.47948,5.46681,3.12239,3.31019,2.49070,2.78063,2.91701,2.25212,3.13564,2.52445,4.20882,6.62246,7.56577,5.16205,5.70900,4.69768,3.60956,4.66953,4.88304,4.96576,5.47405,2.08207,1.70174,2.94690,2.95126,3.69056,4.65782,2.24050,5.22960,4.86890,2.99033,6.49099,5.80632,3.90241,4.29417,4.29879,5.50757,4.06757,5.62058,5.45282,5.55958,4.49169,0.82917
ENSG00000066654	18.24388,14.60068,17.14390,23.78258,21.04572,21.14570,32.06996,7.80720,9.14288,9.38164,24.36391,20.42440,9.55461,11.58808,8.39395,9.79669,10.72181,7.05497,9.31973,6.98882,19.41641,20.95184,23.90063,26.50772,31.29321,25.39653,16.74305,25.30689,13.71723,23.83051,33.37999,6.66758,5.35714,11.34321,7.16780,19.44105,16.11119,8.78371,19.08961,33.31998,9.59772,18.01487,32.83578,16.76178,16.01752,18.92066,16.58960,16.12557,25.51019,25.35206,36.42432,22.89689,1.44289
ENSG00000132109	11.74072,13.06357,11.94058,14.38896,14.25189,11.80422,13.58790,2.98533,2.31138,2.84417,1.59520,1.90832,2.42395,2.49705,2.53763,4.39722,3.01928,2.74345,3.38635,3.30457,11.78428,15.28366,38.06863,12.40152,13.62145,14.58787,14.45547,15.86900,9.28499,15.61056,15.83079,4.59843,3.82459,9.45576,7.55085,19.84949,9.64095,2.33716,14.13683,16.33574,4.23230,8.30099,14.02068,7.82825,8.00746,17.27420,31.48836,10.17020,4.01458,13.13134,17.79839,13.06616,17.25590
ENSG00000204764	1.58665,0.81725,3.37097,1.61327,1.66502,2.24427,1.48323,0.78467,0.98923,0.58141,3.60524,4.15749,1.40700,1.21573,0.67299,1.83508,0.72839,0.40511,2.02236,0.98360,1.95002,2.15444,0.28003,1.05279,1.70671,1.69886,1.36932,1.60459,0.53009,1.54175,1.97471,0.73952,0.43281,1.18122,0.79614,3.81694,4.63065,0.22754,2.00796,1.78187,1.42512,3.48385,2.91340,0.67033,0.88678,1.47414,0.71450,1.66319,11.90473,5.06107,1.56836,1.10305,0.11021
ENSG00000130227	23.10891,17.87348,20.34909,25.54128,23.03714,25.92927,25.84001,15.21270,19.74903,16.86808,39.44282,36.91899,20.40342,24.16782,16.70397,16.49787,19.69716,13.33113,15.22322,13.38648,22.77582,27.98928,27.32260,29.06698,35.13307,20.39391,16.44877,19.56030,19.53455,19.68023,26.76567,12.47654,8.38153,13.23738,7.17793,24.28984,19.42235,13.77177,32.76204,32.15665,9.16499,26.09422,22.17245,23.40924,26.91128,17.58424,19.99614,14.81956,41.87496,32.92337,32.78796,27.47187,6.03150
ENSG00000183665	6.08112,4.87784,5.03437,5.98553,5.59225,5.41761,6.00437,2.61462,3.33990,2.84647,6.14159,6.16987,3.83710,4.22935,2.81345,3.66368,3.37258,2.34519,2.99018,3.02814,5.85360,6.31175,5.90054,5.31591,6.90753,5.36648,4.66526,5.28994,3.81765,5.47778,7.54706,2.79932,2.78378,3.75361,1.91702,5.38112,4.88281,4.37255,6.28090,4.42607,2.04739,5.91411,5.67036,5.02501,5.05117,4.53357,5.13808,3.81071,9.34658,7.44916,6.63521,5.01045,1.08059
ENSG00000100813	70.55954,66.10287,75.04415,68.16234,68.63725,67.56155,82.92502,31.79654,34.21088,36.06885,100.76567,99.80042,43.20694,40.54778,34.37615,41.09884,35.68331,28.93029,41.15142,33.85081,76.49275,84.80837,66.86905,107.92325,115.02264,76.87356,65.37491,73.54510,67.73733,69.77394,93.37627,31.74750,23.01359,46.49111,28.87047,86.28869,64.59949,32.76843,93.43284,103.19871,27.95990,99.77671,102.84923,73.50278,74.75533,75.18842,107.96732,49.95913,100.91523,123.82480,126.58392,100.10796,31.38429
ENSG00000161642	39.06464,26.59918,11.20077,15.66498,23.40688,15.94277,21.45062,52.27690,62.68980,59.93115,40.56569,53.46883,74.20501,65.86561,44.37709,62.34286,47.02725,54.98150,46.75525,67.58927,28.41029,6.35462,9.28241,31.95502,20.66154,16.96187,12.54821,22.31845,81.08225,21.70249,24.86335,9.77071,6.50339,6.96115,4.52112,27.51775,22.51664,8.95705,16.31497,8.42481,2.31711,37.02598,43.99508,156.74111,180.07011,19.12175,26.93759,9.75085,7.85955,64.47914,12.11871,59.10058,17.31072
ENSG00000125691	1888.93667,1849.22454,1158.70553,1550.34110,1636.62412,1636.45638,1649.86823,433.06380,412.70043,351.92685,617.29596,545.45362,370.62363,442.00657,392.67158,486.74369,479.53472,316.13944,698.20117,530.81625,2058.32062,2708.23409,3020.28885,2247.44749,2279.15712,1508.59752,1062.11540,1485.30203,1346.26211,1324.07820,1861.54317,664.24487,469.41442,852.26836,439.03353,1394.75026,1260.93203,808.64182,1551.89644,3959.80663,807.66881,1046.35438,1530.21395,2101.98686,1862.87032,1122.00168,1529.54537,838.11915,472.87355,1501.97114,2119.23506,1917.18911,81.08878
ENSG00000074266	11.60897,11.01861,9.16635,13.70736,13.89606,12.88724,15.33203,7.62269,8.55032,8.80673,26.93956,24.66138,10.37738,10.33978,7.46747,8.63754,9.15374,6.45167,8.85884,7.90702,12.79543,14.73635,53.95712,16.21454,19.66009,13.44287,12.20678,12.25527,12.70459,11.12639,16.71229,6.00453,4.21703,7.77413,6.03240,13.70634,12.88160,5.01426,17.42413,17.81064,5.14932,15.01142,18.07537,12.90434,13.92386,12.51215,17.00199,9.40336,19.11234,17.38871,20.02665,17.62985,2.19433
ENSG00000067334	25.72524,24.54676,17.02229,22.86897,21.16326,27.68195,25.08528,10.62347,11.48143,10.96544,25.67970,20.61032,12.79021,14.89928,10.94003,13.89347,11.70560,9.42463,13.12102,13.08580,23.82656,33.83772,31.64350,21.78897,21.29401,22.00737,16.71312,20.86226,23.11781,21.64890,30.80205,11.63659,9.90061,11.72366,8.62218,26.73030,19.13469,24.56611,26.35746,22.09073,7.15414,16.62668,19.33450,24.53940,23.72060,18.90875,20.79179,13.86939,28.53809,24.53560,25.74866,21.99865,5.46021
ENSG00000126524	174.43340,139.21345,86.92660,298.78000,266.57820,396.34450,190.27080,101.97670,102.88815,97.66530,141.68815,117.83120,93.02470,118.51395,107.93130,143.23140,116.94805,94.23250,198.80030,126.53190,152.53005,134.15550,44.00240,154.90255,198.22170,177.96255,102.80180,208.46480,94.41150,217.68550,167.08960,112.78115,86.22227,75.01220,47.63090,177.15220,87.45240,181.99700,224.63635,118.30295,43.40982,149.68240,115.89365,110.22560,116.41425,102.52410,60.39930,71.79590,83.88488,135.13690,155.62345,122.05390,4.98353
ENSG00000185163	12.05620,9.64932,7.90859,11.03950,11.11920,11.91045,14.70490,7.15955,11.45060,9.53868,32.05175,32.47820,17.66850,14.79305,8.63029,8.47792,10.54315,7.44955,9.46582,7.35050,12.66090,8.05745,11.97570,17.24675,15.84160,11.90165,8.85175,11.81810,8.28779,11.83575,18.81630,4.96626,3.68243,7.53924,4.52530,11.97020,8.90321,5.61304,19.34295,20.54360,6.58294,18.35715,15.00895,14.17900,15.04540,10.01652,12.90005,7.29380,17.82830,16.29630,17.86745,13.09860,1.81118
ENSG00000119446	6.74991,7.17841,6.08016,6.83836,7.26450,7.17620,8.27776,5.43714,6.99331,5.76584,11.45550,8.67356,6.20491,9.17942,5.87043,7.38411,6.21561,4.85911,6.31918,6.44707,7.64088,10.09590,7.43608,6.41929,8.76080,8.23505,5.22523,6.90681,5.11609,7.46188,7.26234,5.91849,5.38432,4.36178,2.20956,5.85973,6.25522,8.51548,6.54253,7.18066,2.06870,7.24033,8.73996,5.34693,5.36049,4.90190,5.26234,4.47042,5.14230,7.80528,8.33870,6.48822,1.49749
ENSG00000086200	19.54207,17.52258,8.43076,9.79008,12.68457,11.11356,11.98879,5.46921,5.83410,5.54990,7.28227,7.86861,7.74883,7.69817,6.32384,7.00734,5.74178,4.27027,7.15356,6.47249,18.30011,12.34889,10.97365,15.12033,16.05972,10.72752,7.53557,10.69503,10.04281,10.24280,16.12149,7.90135,6.43190,6.41041,4.10565,11.12940,8.99480,6.09846,19.15441,12.60395,3.86467,8.35752,12.37696,11.12235,11.72986,8.46363,15.98117,6.31599,33.71101,17.43099,15.18317,13.59453,2.65179
ENSG00000116251	623.20549,569.38059,357.27789,572.66175,561.38529,672.91979,578.86475,247.51621,214.68544,188.89986,395.13281,315.02744,193.77410,221.33811,230.33893,239.93089,252.79480,178.74931,354.26942,265.16757,678.43572,905.63553,1215.46582,671.65015,767.39446,571.17232,417.36581,556.08985,556.85030,523.43360,601.21831,242.04130,165.17019,295.61230,167.43602,470.49045,458.33002,336.48574,561.79276,1046.36285,283.90349,437.42269,517.91653,687.71547,630.38758,418.28310,473.28789,329.06259,238.65013,497.16795,749.85275,675.13388,73.14045
ENSG00000163584	53.66145,61.97846,36.59434,39.22510,51.81833,36.63916,43.99963,16.88665,13.79089,16.94319,22.37250,21.23252,14.06985,14.90659,15.08042,21.54647,18.08256,14.54218,25.63189,19.33853,71.51098,208.43828,391.18029,78.45362,61.05263,34.82425,33.51857,32.13304,85.85861,29.20914,61.94837,20.52851,9.90119,27.62134,31.05505,58.85198,47.03997,11.23385,68.08850,79.99945,40.30815,48.68640,55.49174,79.92467,62.20677,38.43506,98.76812,34.03933,35.64725,45.52424,57.49885,78.26994,3.74148
ENSG00000168806	3.48132,3.73654,4.75794,4.69481,4.63355,3.08215,4.21686,2.02595,2.36171,2.21503,4.75932,4.83753,2.72790,3.02784,1.98310,2.74724,2.36275,1.66283,1.67611,1.94056,3.97949,6.71367,6.49628,4.27818,6.44546,3.36461,3.31862,4.53269,4.67608,4.59529,6.51029,2.06996,1.91797,2.76921,1.82801,3.22512,3.58276,1.93431,4.59045,4.42796,1.62132,5.11418,4.56037,3.06902,3.27219,3.92737,4.41891,3.20680,5.85439,4.90397,5.41801,3.75904,0.46615
ENSG00000058673	61.22787,51.57008,50.26328,59.12180,54.00657,50.27580,52.63579,25.59504,24.28839,28.27102,101.48021,95.78654,29.71045,30.43639,27.69487,27.70068,29.08153,22.46825,36.65845,26.99450,58.85389,57.99422,67.24114,54.21489,76.96622,55.79331,47.32408,51.59083,50.22998,49.71425,66.51399,23.83338,19.02630,34.53173,31.31913,66.18311,50.83938,36.44906,76.51044,62.07556,22.20720,78.24410,61.84777,64.93721,66.08433,57.83462,66.22313,37.49610,83.16726,78.14587,81.98625,61.96299,11.91251
ENSG00000122068	31.42297,29.17957,18.27175,32.77678,32.00797,44.81818,38.20053,14.08287,15.28643,14.06474,35.01154,26.98732,13.49869,17.44637,13.98438,16.80031,16.25624,11.82952,20.60894,15.41005,28.16901,40.14609,55.98378,36.93988,31.55931,33.35254,17.44351,32.14690,28.64100,34.00678,31.29649,19.35879,16.07416,13.22803,9.35608,28.52602,21.75294,46.30876,35.32014,29.02894,12.54981,25.91650,24.97437,29.66547,28.84069,18.98556,18.58366,12.20868,41.85283,26.15845,36.17040,30.62765,3.10315
ENSG00000205937	100.48363,90.32230,72.97163,101.97566,94.14454,115.86788,122.72025,76.19175,114.82680,74.38885,264.48817,246.95602,139.64306,151.30679,82.85988,106.37307,84.33169,63.29516,68.82690,77.41650,105.02436,107.38526,134.18798,123.24498,123.74915,124.53191,86.80013,114.98683,88.11581,120.78436,123.17072,53.66832,44.51111,57.20956,28.47923,101.28948,77.40507,122.14187,123.37552,118.18474,34.24738,138.37545,122.70748,102.68011,106.30607,90.41929,109.97764,55.93484,147.02729,110.81382,146.90792,110.07628,23.72574
ENSG00000186468	2314.12177,2266.95973,1153.26859,2527.04173,2303.53107,2566.30410,2136.01662,835.46660,694.36722,613.98450,1032.00550,910.43557,664.02844,722.43028,776.54509,832.46711,821.59094,610.12120,1227.51125,1040.81637,2569.31360,3041.30498,4917.98801,2986.77182,3110.96083,2120.70268,1515.71265,1959.38209,1823.31637,1816.64893,2452.32120,908.51795,665.88517,1105.66736,505.80696,1747.42767,1561.18196,1670.57781,2133.01278,4885.64309,1020.74222,1504.09589,1790.00010,2866.17310,2726.33749,1663.37624,2137.47583,1071.76393,776.21991,1723.29238,2962.97791,2670.12432,303.85115
ENSG00000104889	9.84696,7.59940,6.44524,5.94172,6.65181,5.03284,8.83473,5.75171,4.62831,4.28551,11.98325,11.61960,4.85705,4.92505,5.17817,5.23529,5.17568,3.81766,8.45283,5.50739,10.24680,20.40640,44.06680,14.42745,11.68270,6.55668,7.98565,5.53042,14.78275,5.56035,8.56396,4.02550,2.96255,4.69013,2.67304,9.23961,8.67386,4.08016,11.86845,11.52365,4.06266,7.39533,7.54815,11.15700,11.82195,8.46126,14.98870,5.26016,33.65115,10.81320,12.52390,12.18120,2.71332
ENSG00000149531	43.87159,34.42681,33.68672,52.96838,45.95622,52.01919,59.91399,31.19162,44.86364,27.65368,60.97379,60.83684,43.45818,43.56943,34.34835,31.00584,34.39940,23.25945,32.17587,30.74811,46.55803,43.26414,57.87977,45.02179,57.64351,48.22838,31.31963,43.61625,26.18456,46.13452,46.64517,20.59097,13.77914,25.18192,12.73842,38.47825,32.70702,10.87426,60.02513,54.92562,15.55934,49.49686,46.06136,26.39901,28.29484,39.88661,37.27003,24.09053,32.55532,57.74587,60.24545,41.04304,5.43618
ENSG00000225921	52.91136,44.74272,43.43092,69.13566,59.91462,70.66767,53.96717,37.82099,42.37553,35.42642,42.99475,41.30433,38.01970,45.43562,36.21604,41.75855,38.57174,31.26585,51.35376,42.43337,50.14085,64.02525,74.82572,57.29006,61.17111,53.39418,39.14840,50.56499,37.21441,49.62752,49.91780,28.77391,23.32599,37.29705,18.30746,44.99872,39.18330,23.04449,71.24558,52.77219,23.48564,49.22460,47.29368,38.77173,41.12820,38.86678,41.59139,27.02497,66.02157,55.51802,57.00498,45.73229,12.51369
ENSG00000134748	12.12650,10.88275,7.18469,12.85740,11.40130,12.70520,12.29830,9.38635,8.79769,8.64847,22.88725,20.03530,8.96378,9.66704,8.23124,8.99222,9.20910,7.31081,10.83300,9.20752,12.88690,11.58955,19.13410,17.76680,19.40270,12.33260,11.57915,12.00080,11.04320,11.41680,17.20920,5.10104,3.35357,6.78042,4.04840,12.80350,9.84086,4.04219,17.55015,20.74780,4.25862,13.42205,13.87885,11.39590,11.41945,12.28345,12.22700,6.86130,18.18895,17.70070,20.32815,15.19810,3.17469
ENSG00000089682	4.84300,4.22797,5.19999,5.47884,5.34568,7.12020,7.74972,2.49616,2.60605,2.63650,10.37964,8.50440,2.59236,2.90490,2.82038,2.93427,2.90094,2.07812,4.01345,2.95807,5.60166,6.66371,8.75220,6.60896,6.78637,6.09309,5.06006,5.33300,5.28488,5.56433,5.84098,2.74583,2.07878,4.26883,3.14712,5.89801,6.12826,4.22522,7.20346,5.95808,3.09691,7.35289,6.41790,5.03374,4.95030,6.64761,3.62317,3.00963,16.53409,12.78542,7.31397,6.88863,0.54179
ENSG00000244462	18.27568,16.01858,16.50832,17.63010,15.49699,20.34456,23.62276,5.10866,5.42610,5.24202,18.81492,21.40734,6.51432,6.43454,4.83002,5.79385,5.79972,4.16650,6.78461,5.11403,17.50868,38.88541,48.36316,19.53931,22.54272,14.35397,14.16628,16.33722,17.02843,16.18303,25.97419,8.40222,6.05882,8.57596,4.91094,19.15160,16.85679,8.44497,19.99331,27.88924,5.94815,13.53651,14.88644,14.98389,15.02807,16.87084,14.82175,10.20068,22.39701,17.61548,22.43374,17.45299,3.11957
ENSG00000183808	4.26840,3.93702,3.63939,6.19528,5.10302,5.36584,7.19470,1.76041,2.03344,1.99995,5.54640,7.05865,2.57000,2.43602,2.02380,2.02315,2.31483,1.51090,2.61313,1.92269,4.60152,9.08553,15.55978,8.25839,11.53417,4.94140,3.78936,4.66478,3.80947,4.46448,6.52931,3.55741,2.46129,2.47015,1.78298,5.78072,5.45709,2.70293,9.01918,12.67906,1.91926,6.32226,7.15346,2.92749,2.91076,4.42573,4.67470,2.91129,11.23823,9.10036,10.57951,6.87650,0.54898
ENSG00000104413	0.20145,0.15986,0.14589,0.18055,0.14937,0.16967,4.24487,0.11371,0.34168,0.16522,0.50593,0.58584,0.36345,0.55686,0.17182,0.19980,0.16622,0.11741,0.16296,0.12731,7.04665,0.20394,0.16396,0.38866,0.33359,0.28534,29.43061,0.18815,63.82042,0.15938,2.38431,0.29832,0.11700,3.92038,0.26360,11.52491,24.43911,0.11969,1.84681,0.39839,17.21950,15.74774,15.37917,56.11980,56.21414,10.15651,0.25073,18.47327,2.05793,19.28899,0.32171,34.99390,0.06298
ENSG00000103067	0.54034,1.00795,0.41601,0.39125,0.35625,0.30012,7.06241,0.15027,0.17919,0.21266,1.05768,1.29591,0.25222,0.21279,0.16510,0.20868,0.23906,0.16700,0.17011,0.15767,8.73739,0.24199,0.34339,0.54278,0.71159,0.43607,33.05652,0.35686,79.89018,0.33589,3.04559,0.24423,0.18555,13.88137,38.22104,20.73199,25.84780,0.38279,0.72844,0.62913,19.62989,8.04588,25.32866,47.21138,43.01577,10.09340,0.29617,26.19863,27.94535,47.69227,0.41683,33.08245,0.09098
ENSG00000169813	91.78425,101.37969,67.14424,70.87307,72.96412,78.62368,112.93560,25.35333,18.80924,25.04990,48.91015,42.07142,20.04122,22.43532,28.15710,31.78727,22.92321,20.70126,47.56175,31.45890,97.36859,163.87965,182.12382,91.86732,98.32070,87.17362,87.41334,78.85648,96.67308,86.79721,113.24443,30.93343,22.08359,50.00656,56.35488,106.38384,77.04092,41.96387,88.67370,94.49727,33.44959,58.12915,78.04652,96.12970,94.00037,93.70889,100.35456,62.86833,104.94907,78.12779,88.98489,89.15164,28.99135
ENSG00000169045	537.35222,494.76222,459.73897,507.78078,489.63019,445.90941,442.72637,112.78613,105.66557,127.10845,549.81110,544.01081,141.82719,122.07924,125.47562,117.97687,127.77224,103.86598,181.87254,141.77143,606.39411,346.36193,537.40305,599.81728,725.67946,482.52710,464.13965,488.03649,440.63559,437.08138,566.14536,206.82674,132.25240,321.18689,316.19843,748.70205,543.38110,154.66172,659.22692,790.36452,356.16931,594.03889,678.95263,616.74566,531.39236,639.21185,825.83293,391.65504,477.88205,950.08339,763.58575,679.00910,55.71704
ENSG00000126945	64.74510,55.32500,63.99100,61.16430,54.36830,74.23455,60.55090,42.44000,53.01590,42.27880,88.97245,67.38540,49.12120,70.77755,42.73470,49.05410,48.02360,34.28190,44.19900,39.08380,60.86540,72.11090,47.95760,69.06430,60.80180,59.03720,43.23980,55.99350,50.18270,55.87065,68.22740,34.08665,25.29080,38.60070,22.71460,67.56320,46.92200,44.90070,61.36975,55.24755,18.53435,65.53330,47.83270,58.86640,65.67440,51.52970,52.95275,31.18660,31.75135,59.29270,65.47210,54.79980,24.87180
ENSG00000096746	132.14680,127.94510,92.77170,144.04390,132.55090,160.90410,132.82620,66.24084,63.69720,70.83188,211.40670,185.98840,68.96621,74.85127,73.37206,80.11989,74.01156,61.46749,116.87610,80.71309,139.89480,121.09630,149.67970,173.60515,177.00070,132.81650,110.98910,135.52300,86.05110,127.99145,150.87770,68.43715,44.41163,76.05930,46.38580,159.65620,95.54960,64.74493,168.76720,200.43115,41.33190,147.64870,121.45680,127.81300,116.98445,135.86210,136.47745,76.69750,176.62800,181.49340,209.55575,156.20410,25.02189
ENSG00000132463	47.99025,41.21606,64.40126,46.22881,46.12922,53.14673,57.33045,25.23692,32.72002,24.94092,48.25195,39.58646,36.47659,44.24831,27.80921,34.52835,27.91575,21.17583,34.43968,33.68196,44.30852,72.80191,73.96506,42.84208,45.30456,44.37101,45.39111,46.43681,43.55495,46.62411,48.13820,35.92474,38.34378,28.14673,22.27061,47.50406,46.67397,90.48351,47.93904,41.16237,26.51364,36.77640,40.72771,47.37464,49.40806,38.08090,38.63060,38.32988,43.28272,44.94924,45.19547,43.88448,6.55563
ENSG00000023191	210.56872,182.26538,151.96698,234.15444,212.91949,209.64991,212.24601,50.02271,46.92171,60.28163,105.61439,107.14048,67.44504,60.74227,58.59184,61.45019,61.27815,58.77468,115.42610,63.86556,178.18015,268.11552,104.70763,248.04326,201.95082,156.58525,108.24307,190.02444,204.86932,195.98041,203.75185,120.34913,76.17601,109.47481,62.91446,224.42608,129.18287,73.76884,195.57146,175.67982,48.11643,132.31838,152.86005,272.23583,304.91650,112.45867,152.43158,79.66118,171.95854,183.57240,210.98556,221.01868,38.10768
